Metric,Value,mtry,ntree,nodesize,run
StDevActual,1.1,4,500,3,3
StDevPredicted,1.04,4,500,3,3
N_Obs,141,4,500,3,3
N_Params,27,4,500,3,3
MAE,0.14,4,500,3,4
RMSE,0.19,4,500,3,4
MAE_PctOfMean,2.51,4,500,3,4
RMSE_PctOfMean,3.48,4,500,3,4
MAPE,2.88,4,500,3,4
Adj_R2,96.11,4,500,3,4
MeanActual,5.56,4,500,3,4
MeanPredicted,5.54,4,500,3,4
StDevActual,1.1,4,500,3,4
StDevPredicted,1.04,4,500,3,4
N_Obs,141,4,500,3,4
N_Params,27,4,500,3,4
MAE,0.14,4,500,3,5
RMSE,0.19,4,500,3,5
MAE_PctOfMean,2.54,4,500,3,5
RMSE_PctOfMean,3.5,4,500,3,5
MAPE,2.91,4,500,3,5
Adj_R2,96.08,4,500,3,5
MeanActual,5.56,4,500,3,5
MeanPredicted,5.54,4,500,3,5
StDevActual,1.1,4,500,3,5
StDevPredicted,1.04,4,500,3,5
N_Obs,141,4,500,3,5
N_Params,27,4,500,3,5
MAE,0.15,3,500,3,1
RMSE,0.2,3,500,3,1
MAE_PctOfMean,2.61,3,500,3,1
RMSE_PctOfMean,3.57,3,500,3,1
MAPE,3,3,500,3,1
Adj_R2,95.93,3,500,3,1
MeanActual,5.56,3,500,3,1
MeanPredicted,5.54,3,500,3,1
StDevActual,1.1,3,500,3,1
StDevPredicted,1.03,3,500,3,1
N_Obs,141,3,500,3,1
N_Params,27,3,500,3,1
MAE,0.14,3,500,3,2
RMSE,0.2,3,500,3,2
MAE_PctOfMean,2.6,3,500,3,2
RMSE_PctOfMean,3.58,3,500,3,2
MAPE,2.98,3,500,3,2
Adj_R2,95.9,3,500,3,2
MeanActual,5.56,3,500,3,2
MeanPredicted,5.54,3,500,3,2
StDevActual,1.1,3,500,3,2
StDevPredicted,1.03,3,500,3,2
N_Obs,141,3,500,3,2
N_Params,27,3,500,3,2
MAE,0.15,3,500,3,3
RMSE,0.2,3,500,3,3
MAE_PctOfMean,2.61,3,500,3,3
RMSE_PctOfMean,3.58,3,500,3,3
MAPE,2.99,3,500,3,3
Adj_R2,95.88,3,500,3,3
MeanActual,5.56,3,500,3,3
MeanPredicted,5.54,3,500,3,3
StDevActual,1.1,3,500,3,3
StDevPredicted,1.03,3,500,3,3
N_Obs,141,3,500,3,3
N_Params,27,3,500,3,3
MAE,0.14,3,500,3,4
RMSE,0.2,3,500,3,4
MAE_PctOfMean,2.6,3,500,3,4
RMSE_PctOfMean,3.51,3,500,3,4
MAPE,2.98,3,500,3,4
Adj_R2,96.04,3,500,3,4
MeanActual,5.56,3,500,3,4
MeanPredicted,5.54,3,500,3,4
StDevActual,1.1,3,500,3,4
StDevPredicted,1.03,3,500,3,4
N_Obs,141,3,500,3,4
N_Params,27,3,500,3,4
MAE,0.14,3,500,3,5
RMSE,0.2,3,500,3,5
MAE_PctOfMean,2.59,3,500,3,5
RMSE_PctOfMean,3.53,3,500,3,5
MAPE,2.97,3,500,3,5
Adj_R2,96,3,500,3,5
MeanActual,5.56,3,500,3,5
MeanPredicted,5.54,3,500,3,5
StDevActual,1.1,3,500,3,5
StDevPredicted,1.03,3,500,3,5
N_Obs,141,3,500,3,5
N_Params,27,3,500,3,5
MAE,0.14,14,1000,3,1
RMSE,0.2,14,1000,3,1
MAE_PctOfMean,2.45,14,1000,3,1
RMSE_PctOfMean,3.55,14,1000,3,1
MAPE,2.85,14,1000,3,1
Adj_R2,95.97,14,1000,3,1
MeanActual,5.56,14,1000,3,1
MeanPredicted,5.56,14,1000,3,1
StDevActual,1.1,14,1000,3,1
StDevPredicted,1.05,14,1000,3,1
N_Obs,141,14,1000,3,1
N_Params,27,14,1000,3,1
MAE,0.13,14,1000,3,2
RMSE,0.19,14,1000,3,2
MAE_PctOfMean,2.39,14,1000,3,2
RMSE_PctOfMean,3.4,14,1000,3,2
MAPE,2.77,14,1000,3,2
Adj_R2,96.29,14,1000,3,2
MeanActual,5.56,14,1000,3,2
MeanPredicted,5.56,14,1000,3,2
StDevActual,1.1,14,1000,3,2
StDevPredicted,1.06,14,1000,3,2
N_Obs,141,14,1000,3,2
N_Params,27,14,1000,3,2
MAE,0.13,14,1000,3,3
RMSE,0.19,14,1000,3,3
MAE_PctOfMean,2.41,14,1000,3,3
RMSE_PctOfMean,3.48,14,1000,3,3
MAPE,2.79,14,1000,3,3
Adj_R2,96.11,14,1000,3,3
MeanActual,5.56,14,1000,3,3
MeanPredicted,5.56,14,1000,3,3
StDevActual,1.1,14,1000,3,3
StDevPredicted,1.05,14,1000,3,3
N_Obs,141,14,1000,3,3
N_Params,27,14,1000,3,3
MAE,0.14,14,1000,3,4
RMSE,0.2,14,1000,3,4
MAE_PctOfMean,2.45,14,1000,3,4
RMSE_PctOfMean,3.54,14,1000,3,4
MAPE,2.84,14,1000,3,4
Adj_R2,95.98,14,1000,3,4
MeanActual,5.56,14,1000,3,4
MeanPredicted,5.56,14,1000,3,4
StDevActual,1.1,14,1000,3,4
StDevPredicted,1.05,14,1000,3,4
N_Obs,141,14,1000,3,4
N_Params,27,14,1000,3,4
MAE,0.13,14,1000,3,5
RMSE,0.19,14,1000,3,5
MAE_PctOfMean,2.41,14,1000,3,5
RMSE_PctOfMean,3.48,14,1000,3,5
MAPE,2.8,14,1000,3,5
Adj_R2,96.12,14,1000,3,5
MeanActual,5.56,14,1000,3,5
MeanPredicted,5.56,14,1000,3,5
StDevActual,1.1,14,1000,3,5
StDevPredicted,1.05,14,1000,3,5
N_Obs,141,14,1000,3,5
N_Params,27,14,1000,3,5
MAE,0.13,9,1000,3,1
RMSE,0.19,9,1000,3,1
MAE_PctOfMean,2.39,9,1000,3,1
RMSE_PctOfMean,3.44,9,1000,3,1
MAPE,2.78,9,1000,3,1
Adj_R2,96.22,9,1000,3,1
MeanActual,5.56,9,1000,3,1
MeanPredicted,5.56,9,1000,3,1
StDevActual,1.1,9,1000,3,1
StDevPredicted,1.05,9,1000,3,1
N_Obs,141,9,1000,3,1
N_Params,27,9,1000,3,1
MAE,0.13,9,1000,3,2
RMSE,0.19,9,1000,3,2
MAE_PctOfMean,2.38,9,1000,3,2
RMSE_PctOfMean,3.43,9,1000,3,2
MAPE,2.76,9,1000,3,2
Adj_R2,96.24,9,1000,3,2
MeanActual,5.56,9,1000,3,2
MeanPredicted,5.56,9,1000,3,2
StDevActual,1.1,9,1000,3,2
StDevPredicted,1.05,9,1000,3,2
N_Obs,141,9,1000,3,2
N_Params,27,9,1000,3,2
MAE,0.13,9,1000,3,3
RMSE,0.19,9,1000,3,3
MAE_PctOfMean,2.39,9,1000,3,3
RMSE_PctOfMean,3.41,9,1000,3,3
MAPE,2.77,9,1000,3,3
Adj_R2,96.29,9,1000,3,3
MeanActual,5.56,9,1000,3,3
MeanPredicted,5.55,9,1000,3,3
StDevActual,1.1,9,1000,3,3
StDevPredicted,1.05,9,1000,3,3
N_Obs,141,9,1000,3,3
N_Params,27,9,1000,3,3
MAE,0.13,9,1000,3,4
RMSE,0.19,9,1000,3,4
MAE_PctOfMean,2.37,9,1000,3,4
RMSE_PctOfMean,3.39,9,1000,3,4
MAPE,2.75,9,1000,3,4
Adj_R2,96.32,9,1000,3,4
MeanActual,5.56,9,1000,3,4
MeanPredicted,5.56,9,1000,3,4
StDevActual,1.1,9,1000,3,4
StDevPredicted,1.05,9,1000,3,4
N_Obs,141,9,1000,3,4
N_Params,27,9,1000,3,4
MAE,0.13,9,1000,3,5
RMSE,0.19,9,1000,3,5
MAE_PctOfMean,2.38,9,1000,3,5
RMSE_PctOfMean,3.39,9,1000,3,5
MAPE,2.76,9,1000,3,5
Adj_R2,96.33,9,1000,3,5
MeanActual,5.56,9,1000,3,5
MeanPredicted,5.56,9,1000,3,5
StDevActual,1.1,9,1000,3,5
StDevPredicted,1.05,9,1000,3,5
N_Obs,141,9,1000,3,5
N_Params,27,9,1000,3,5
MAE,0.13,7,1000,3,1
RMSE,0.19,7,1000,3,1
MAE_PctOfMean,2.38,7,1000,3,1
RMSE_PctOfMean,3.36,7,1000,3,1
MAPE,2.75,7,1000,3,1
Adj_R2,96.39,7,1000,3,1
MeanActual,5.56,7,1000,3,1
MeanPredicted,5.55,7,1000,3,1
StDevActual,1.1,7,1000,3,1
StDevPredicted,1.05,7,1000,3,1
N_Obs,141,7,1000,3,1
N_Params,27,7,1000,3,1
MAE,0.13,7,1000,3,2
RMSE,0.19,7,1000,3,2
MAE_PctOfMean,2.38,7,1000,3,2
RMSE_PctOfMean,3.37,7,1000,3,2
MAPE,2.76,7,1000,3,2
Adj_R2,96.36,7,1000,3,2
MeanActual,5.56,7,1000,3,2
MeanPredicted,5.55,7,1000,3,2
StDevActual,1.1,7,1000,3,2
StDevPredicted,1.05,7,1000,3,2
N_Obs,141,7,1000,3,2
N_Params,27,7,1000,3,2
MAE,0.13,7,1000,3,3
RMSE,0.19,7,1000,3,3
MAE_PctOfMean,2.38,7,1000,3,3
RMSE_PctOfMean,3.38,7,1000,3,3
MAPE,2.74,7,1000,3,3
Adj_R2,96.34,7,1000,3,3
MeanActual,5.56,7,1000,3,3
MeanPredicted,5.55,7,1000,3,3
StDevActual,1.1,7,1000,3,3
StDevPredicted,1.05,7,1000,3,3
N_Obs,141,7,1000,3,3
N_Params,27,7,1000,3,3
MAE,0.13,7,1000,3,4
RMSE,0.19,7,1000,3,4
MAE_PctOfMean,2.42,7,1000,3,4
RMSE_PctOfMean,3.43,7,1000,3,4
MAPE,2.8,7,1000,3,4
Adj_R2,96.23,7,1000,3,4
MeanActual,5.56,7,1000,3,4
MeanPredicted,5.56,7,1000,3,4
StDevActual,1.1,7,1000,3,4
StDevPredicted,1.05,7,1000,3,4
N_Obs,141,7,1000,3,4
N_Params,27,7,1000,3,4
MAE,0.13,7,1000,3,5
RMSE,0.19,7,1000,3,5
MAE_PctOfMean,2.39,7,1000,3,5
RMSE_PctOfMean,3.4,7,1000,3,5
MAPE,2.77,7,1000,3,5
Adj_R2,96.3,7,1000,3,5
MeanActual,5.56,7,1000,3,5
MeanPredicted,5.55,7,1000,3,5
StDevActual,1.1,7,1000,3,5
StDevPredicted,1.05,7,1000,3,5
N_Obs,141,7,1000,3,5
N_Params,27,7,1000,3,5
MAE,0.13,5,1000,3,1
RMSE,0.19,5,1000,3,1
MAE_PctOfMean,2.41,5,1000,3,1
RMSE_PctOfMean,3.42,5,1000,3,1
MAPE,2.8,5,1000,3,1
Adj_R2,96.26,5,1000,3,1
MeanActual,5.56,5,1000,3,1
MeanPredicted,5.55,5,1000,3,1
StDevActual,1.1,5,1000,3,1
StDevPredicted,1.04,5,1000,3,1
N_Obs,141,5,1000,3,1
N_Params,27,5,1000,3,1
MAE,0.13,5,1000,3,2
RMSE,0.19,5,1000,3,2
MAE_PctOfMean,2.4,5,1000,3,2
RMSE_PctOfMean,3.38,5,1000,3,2
MAPE,2.78,5,1000,3,2
Adj_R2,96.35,5,1000,3,2
MeanActual,5.56,5,1000,3,2
MeanPredicted,5.55,5,1000,3,2
StDevActual,1.1,5,1000,3,2
StDevPredicted,1.04,5,1000,3,2
N_Obs,141,5,1000,3,2
N_Params,27,5,1000,3,2
MAE,0.13,5,1000,3,3
RMSE,0.19,5,1000,3,3
MAE_PctOfMean,2.42,5,1000,3,3
RMSE_PctOfMean,3.41,5,1000,3,3
MAPE,2.79,5,1000,3,3
Adj_R2,96.27,5,1000,3,3
MeanActual,5.56,5,1000,3,3
MeanPredicted,5.55,5,1000,3,3
StDevActual,1.1,5,1000,3,3
StDevPredicted,1.05,5,1000,3,3
N_Obs,141,5,1000,3,3
N_Params,27,5,1000,3,3
MAE,0.13,5,1000,3,4
RMSE,0.19,5,1000,3,4
MAE_PctOfMean,2.42,5,1000,3,4
RMSE_PctOfMean,3.41,5,1000,3,4
MAPE,2.8,5,1000,3,4
Adj_R2,96.27,5,1000,3,4
MeanActual,5.56,5,1000,3,4
MeanPredicted,5.55,5,1000,3,4
StDevActual,1.1,5,1000,3,4
StDevPredicted,1.04,5,1000,3,4
N_Obs,141,5,1000,3,4
N_Params,27,5,1000,3,4
MAE,0.13,5,1000,3,5
RMSE,0.19,5,1000,3,5
MAE_PctOfMean,2.41,5,1000,3,5
RMSE_PctOfMean,3.42,5,1000,3,5
MAPE,2.79,5,1000,3,5
Adj_R2,96.25,5,1000,3,5
MeanActual,5.56,5,1000,3,5
MeanPredicted,5.55,5,1000,3,5
StDevActual,1.1,5,1000,3,5
StDevPredicted,1.05,5,1000,3,5
N_Obs,141,5,1000,3,5
N_Params,27,5,1000,3,5
MAE,0.14,4,1000,3,1
RMSE,0.19,4,1000,3,1
MAE_PctOfMean,2.46,4,1000,3,1
RMSE_PctOfMean,3.42,4,1000,3,1
MAPE,2.83,4,1000,3,1
Adj_R2,96.25,4,1000,3,1
MeanActual,5.56,4,1000,3,1
MeanPredicted,5.54,4,1000,3,1
StDevActual,1.1,4,1000,3,1
StDevPredicted,1.04,4,1000,3,1
N_Obs,141,4,1000,3,1
N_Params,27,4,1000,3,1
MAE,0.14,4,1000,3,2
RMSE,0.19,4,1000,3,2
MAE_PctOfMean,2.48,4,1000,3,2
RMSE_PctOfMean,3.46,4,1000,3,2
MAPE,2.86,4,1000,3,2
Adj_R2,96.17,4,1000,3,2
MeanActual,5.56,4,1000,3,2
MeanPredicted,5.54,4,1000,3,2
StDevActual,1.1,4,1000,3,2
StDevPredicted,1.04,4,1000,3,2
N_Obs,141,4,1000,3,2
N_Params,27,4,1000,3,2
MAE,0.14,4,1000,3,3
RMSE,0.19,4,1000,3,3
MAE_PctOfMean,2.46,4,1000,3,3
RMSE_PctOfMean,3.43,4,1000,3,3
MAPE,2.85,4,1000,3,3
Adj_R2,96.23,4,1000,3,3
MeanActual,5.56,4,1000,3,3
MeanPredicted,5.55,4,1000,3,3
StDevActual,1.1,4,1000,3,3
StDevPredicted,1.04,4,1000,3,3
N_Obs,141,4,1000,3,3
N_Params,27,4,1000,3,3
MAE,0.14,4,1000,3,4
RMSE,0.19,4,1000,3,4
MAE_PctOfMean,2.45,4,1000,3,4
RMSE_PctOfMean,3.46,4,1000,3,4
MAPE,2.83,4,1000,3,4
Adj_R2,96.17,4,1000,3,4
MeanActual,5.56,4,1000,3,4
MeanPredicted,5.54,4,1000,3,4
StDevActual,1.1,4,1000,3,4
StDevPredicted,1.04,4,1000,3,4
N_Obs,141,4,1000,3,4
N_Params,27,4,1000,3,4
MAE,0.14,4,1000,3,5
RMSE,0.19,4,1000,3,5
MAE_PctOfMean,2.47,4,1000,3,5
RMSE_PctOfMean,3.44,4,1000,3,5
MAPE,2.84,4,1000,3,5
Adj_R2,96.21,4,1000,3,5
MeanActual,5.56,4,1000,3,5
MeanPredicted,5.54,4,1000,3,5
StDevActual,1.1,4,1000,3,5
StDevPredicted,1.04,4,1000,3,5
N_Obs,141,4,1000,3,5
N_Params,27,4,1000,3,5
MAE,0.14,4,1000,3,1
RMSE,0.19,4,1000,3,1
MAE_PctOfMean,2.46,4,1000,3,1
RMSE_PctOfMean,3.43,4,1000,3,1
MAPE,2.84,4,1000,3,1
Adj_R2,96.24,4,1000,3,1
MeanActual,5.56,4,1000,3,1
MeanPredicted,5.55,4,1000,3,1
StDevActual,1.1,4,1000,3,1
StDevPredicted,1.04,4,1000,3,1
N_Obs,141,4,1000,3,1
N_Params,27,4,1000,3,1
MAE,0.14,4,1000,3,2
RMSE,0.19,4,1000,3,2
MAE_PctOfMean,2.44,4,1000,3,2
RMSE_PctOfMean,3.45,4,1000,3,2
MAPE,2.82,4,1000,3,2
Adj_R2,96.2,4,1000,3,2
MeanActual,5.56,4,1000,3,2
MeanPredicted,5.55,4,1000,3,2
StDevActual,1.1,4,1000,3,2
StDevPredicted,1.04,4,1000,3,2
N_Obs,141,4,1000,3,2
N_Params,27,4,1000,3,2
MAE,0.14,4,1000,3,3
RMSE,0.19,4,1000,3,3
MAE_PctOfMean,2.45,4,1000,3,3
RMSE_PctOfMean,3.43,4,1000,3,3
MAPE,2.83,4,1000,3,3
Adj_R2,96.24,4,1000,3,3
MeanActual,5.56,4,1000,3,3
MeanPredicted,5.54,4,1000,3,3
StDevActual,1.1,4,1000,3,3
StDevPredicted,1.04,4,1000,3,3
N_Obs,141,4,1000,3,3
N_Params,27,4,1000,3,3
MAE,0.14,4,1000,3,4
RMSE,0.19,4,1000,3,4
MAE_PctOfMean,2.45,4,1000,3,4
RMSE_PctOfMean,3.4,4,1000,3,4
MAPE,2.83,4,1000,3,4
Adj_R2,96.3,4,1000,3,4
MeanActual,5.56,4,1000,3,4
MeanPredicted,5.55,4,1000,3,4
StDevActual,1.1,4,1000,3,4
StDevPredicted,1.04,4,1000,3,4
N_Obs,141,4,1000,3,4
N_Params,27,4,1000,3,4
MAE,0.14,4,1000,3,5
RMSE,0.19,4,1000,3,5
MAE_PctOfMean,2.47,4,1000,3,5
RMSE_PctOfMean,3.43,4,1000,3,5
MAPE,2.84,4,1000,3,5
Adj_R2,96.22,4,1000,3,5
MeanActual,5.56,4,1000,3,5
MeanPredicted,5.54,4,1000,3,5
StDevActual,1.1,4,1000,3,5
StDevPredicted,1.04,4,1000,3,5
N_Obs,141,4,1000,3,5
N_Params,27,4,1000,3,5
MAE,0.14,3,1000,3,1
RMSE,0.2,3,1000,3,1
MAE_PctOfMean,2.55,3,1000,3,1
RMSE_PctOfMean,3.52,3,1000,3,1
MAPE,2.94,3,1000,3,1
Adj_R2,96.03,3,1000,3,1
MeanActual,5.56,3,1000,3,1
MeanPredicted,5.54,3,1000,3,1
StDevActual,1.1,3,1000,3,1
StDevPredicted,1.03,3,1000,3,1
N_Obs,141,3,1000,3,1
N_Params,27,3,1000,3,1
MAE,0.14,3,1000,3,2
RMSE,0.2,3,1000,3,2
MAE_PctOfMean,2.58,3,1000,3,2
RMSE_PctOfMean,3.56,3,1000,3,2
MAPE,2.96,3,1000,3,2
Adj_R2,95.95,3,1000,3,2
MeanActual,5.56,3,1000,3,2
MeanPredicted,5.54,3,1000,3,2
StDevActual,1.1,3,1000,3,2
StDevPredicted,1.03,3,1000,3,2
N_Obs,141,3,1000,3,2
N_Params,27,3,1000,3,2
MAE,0.14,3,1000,3,3
RMSE,0.2,3,1000,3,3
MAE_PctOfMean,2.58,3,1000,3,3
RMSE_PctOfMean,3.6,3,1000,3,3
MAPE,2.97,3,1000,3,3
Adj_R2,95.85,3,1000,3,3
MeanActual,5.56,3,1000,3,3
MeanPredicted,5.54,3,1000,3,3
StDevActual,1.1,3,1000,3,3
StDevPredicted,1.03,3,1000,3,3
N_Obs,141,3,1000,3,3
N_Params,27,3,1000,3,3
MAE,0.14,3,1000,3,4
RMSE,0.2,3,1000,3,4
MAE_PctOfMean,2.58,3,1000,3,4
RMSE_PctOfMean,3.52,3,1000,3,4
MAPE,2.95,3,1000,3,4
Adj_R2,96.03,3,1000,3,4
MeanActual,5.56,3,1000,3,4
MeanPredicted,5.54,3,1000,3,4
StDevActual,1.1,3,1000,3,4
StDevPredicted,1.03,3,1000,3,4
N_Obs,141,3,1000,3,4
N_Params,27,3,1000,3,4
MAE,0.14,3,1000,3,5
RMSE,0.2,3,1000,3,5
MAE_PctOfMean,2.58,3,1000,3,5
RMSE_PctOfMean,3.56,3,1000,3,5
MAPE,2.97,3,1000,3,5
Adj_R2,95.94,3,1000,3,5
MeanActual,5.56,3,1000,3,5
MeanPredicted,5.54,3,1000,3,5
StDevActual,1.1,3,1000,3,5
StDevPredicted,1.03,3,1000,3,5
N_Obs,141,3,1000,3,5
N_Params,27,3,1000,3,5
MAE,0.14,14,1500,3,1
RMSE,0.2,14,1500,3,1
MAE_PctOfMean,2.44,14,1500,3,1
RMSE_PctOfMean,3.52,14,1500,3,1
MAPE,2.83,14,1500,3,1
Adj_R2,96.04,14,1500,3,1
MeanActual,5.56,14,1500,3,1
MeanPredicted,5.56,14,1500,3,1
StDevActual,1.1,14,1500,3,1
StDevPredicted,1.05,14,1500,3,1
N_Obs,141,14,1500,3,1
N_Params,27,14,1500,3,1
MAE,0.13,14,1500,3,2
RMSE,0.19,14,1500,3,2
MAE_PctOfMean,2.41,14,1500,3,2
RMSE_PctOfMean,3.47,14,1500,3,2
MAPE,2.8,14,1500,3,2
Adj_R2,96.15,14,1500,3,2
MeanActual,5.56,14,1500,3,2
MeanPredicted,5.56,14,1500,3,2
StDevActual,1.1,14,1500,3,2
StDevPredicted,1.05,14,1500,3,2
N_Obs,141,14,1500,3,2
N_Params,27,14,1500,3,2
MAE,0.13,14,1500,3,3
RMSE,0.19,14,1500,3,3
MAE_PctOfMean,2.4,14,1500,3,3
RMSE_PctOfMean,3.46,14,1500,3,3
MAPE,2.78,14,1500,3,3
Adj_R2,96.17,14,1500,3,3
MeanActual,5.56,14,1500,3,3
MeanPredicted,5.56,14,1500,3,3
StDevActual,1.1,14,1500,3,3
StDevPredicted,1.05,14,1500,3,3
N_Obs,141,14,1500,3,3
N_Params,27,14,1500,3,3
MAE,0.14,14,1500,3,4
RMSE,0.2,14,1500,3,4
MAE_PctOfMean,2.45,14,1500,3,4
RMSE_PctOfMean,3.54,14,1500,3,4
MAPE,2.85,14,1500,3,4
Adj_R2,95.99,14,1500,3,4
MeanActual,5.56,14,1500,3,4
MeanPredicted,5.56,14,1500,3,4
StDevActual,1.1,14,1500,3,4
StDevPredicted,1.05,14,1500,3,4
N_Obs,141,14,1500,3,4
N_Params,27,14,1500,3,4
MAE,0.13,14,1500,3,5
RMSE,0.19,14,1500,3,5
MAE_PctOfMean,2.42,14,1500,3,5
RMSE_PctOfMean,3.49,14,1500,3,5
MAPE,2.81,14,1500,3,5
Adj_R2,96.09,14,1500,3,5
MeanActual,5.56,14,1500,3,5
MeanPredicted,5.56,14,1500,3,5
StDevActual,1.1,14,1500,3,5
StDevPredicted,1.06,14,1500,3,5
N_Obs,141,14,1500,3,5
N_Params,27,14,1500,3,5
MAE,0.13,9,1500,3,1
RMSE,0.19,9,1500,3,1
MAE_PctOfMean,2.38,9,1500,3,1
RMSE_PctOfMean,3.4,9,1500,3,1
MAPE,2.76,9,1500,3,1
Adj_R2,96.3,9,1500,3,1
MeanActual,5.56,9,1500,3,1
MeanPredicted,5.56,9,1500,3,1
StDevActual,1.1,9,1500,3,1
StDevPredicted,1.05,9,1500,3,1
N_Obs,141,9,1500,3,1
N_Params,27,9,1500,3,1
MAE,0.13,9,1500,3,2
RMSE,0.19,9,1500,3,2
MAE_PctOfMean,2.38,9,1500,3,2
RMSE_PctOfMean,3.38,9,1500,3,2
MAPE,2.76,9,1500,3,2
Adj_R2,96.34,9,1500,3,2
MeanActual,5.56,9,1500,3,2
MeanPredicted,5.56,9,1500,3,2
StDevActual,1.1,9,1500,3,2
StDevPredicted,1.05,9,1500,3,2
N_Obs,141,9,1500,3,2
N_Params,27,9,1500,3,2
MAE,0.13,9,1500,3,3
RMSE,0.19,9,1500,3,3
MAE_PctOfMean,2.38,9,1500,3,3
RMSE_PctOfMean,3.38,9,1500,3,3
MAPE,2.76,9,1500,3,3
Adj_R2,96.34,9,1500,3,3
MeanActual,5.56,9,1500,3,3
MeanPredicted,5.56,9,1500,3,3
StDevActual,1.1,9,1500,3,3
StDevPredicted,1.05,9,1500,3,3
N_Obs,141,9,1500,3,3
N_Params,27,9,1500,3,3
MAE,0.13,9,1500,3,4
RMSE,0.19,9,1500,3,4
MAE_PctOfMean,2.36,9,1500,3,4
RMSE_PctOfMean,3.38,9,1500,3,4
MAPE,2.74,9,1500,3,4
Adj_R2,96.34,9,1500,3,4
MeanActual,5.56,9,1500,3,4
MeanPredicted,5.56,9,1500,3,4
StDevActual,1.1,9,1500,3,4
StDevPredicted,1.05,9,1500,3,4
N_Obs,141,9,1500,3,4
N_Params,27,9,1500,3,4
MAE,0.13,9,1500,3,5
RMSE,0.19,9,1500,3,5
MAE_PctOfMean,2.36,9,1500,3,5
RMSE_PctOfMean,3.39,9,1500,3,5
MAPE,2.74,9,1500,3,5
Adj_R2,96.31,9,1500,3,5
MeanActual,5.56,9,1500,3,5
MeanPredicted,5.56,9,1500,3,5
StDevActual,1.1,9,1500,3,5
StDevPredicted,1.05,9,1500,3,5
N_Obs,141,9,1500,3,5
N_Params,27,9,1500,3,5
MAE,0.13,7,1500,3,1
RMSE,0.19,7,1500,3,1
MAE_PctOfMean,2.39,7,1500,3,1
RMSE_PctOfMean,3.39,7,1500,3,1
MAPE,2.77,7,1500,3,1
Adj_R2,96.31,7,1500,3,1
MeanActual,5.56,7,1500,3,1
MeanPredicted,5.55,7,1500,3,1
StDevActual,1.1,7,1500,3,1
StDevPredicted,1.05,7,1500,3,1
N_Obs,141,7,1500,3,1
N_Params,27,7,1500,3,1
MAE,0.13,7,1500,3,2
RMSE,0.19,7,1500,3,2
MAE_PctOfMean,2.39,7,1500,3,2
RMSE_PctOfMean,3.4,7,1500,3,2
MAPE,2.76,7,1500,3,2
Adj_R2,96.3,7,1500,3,2
MeanActual,5.56,7,1500,3,2
MeanPredicted,5.55,7,1500,3,2
StDevActual,1.1,7,1500,3,2
StDevPredicted,1.05,7,1500,3,2
N_Obs,141,7,1500,3,2
N_Params,27,7,1500,3,2
MAE,0.13,7,1500,3,3
RMSE,0.19,7,1500,3,3
MAE_PctOfMean,2.39,7,1500,3,3
RMSE_PctOfMean,3.39,7,1500,3,3
MAPE,2.76,7,1500,3,3
Adj_R2,96.32,7,1500,3,3
MeanActual,5.56,7,1500,3,3
MeanPredicted,5.55,7,1500,3,3
StDevActual,1.1,7,1500,3,3
StDevPredicted,1.05,7,1500,3,3
N_Obs,141,7,1500,3,3
N_Params,27,7,1500,3,3
MAE,0.13,7,1500,3,4
RMSE,0.19,7,1500,3,4
MAE_PctOfMean,2.37,7,1500,3,4
RMSE_PctOfMean,3.38,7,1500,3,4
MAPE,2.74,7,1500,3,4
Adj_R2,96.33,7,1500,3,4
MeanActual,5.56,7,1500,3,4
MeanPredicted,5.55,7,1500,3,4
StDevActual,1.1,7,1500,3,4
StDevPredicted,1.05,7,1500,3,4
N_Obs,141,7,1500,3,4
N_Params,27,7,1500,3,4
MAE,0.13,7,1500,3,5
RMSE,0.19,7,1500,3,5
MAE_PctOfMean,2.4,7,1500,3,5
RMSE_PctOfMean,3.4,7,1500,3,5
MAPE,2.78,7,1500,3,5
Adj_R2,96.3,7,1500,3,5
MeanActual,5.56,7,1500,3,5
MeanPredicted,5.55,7,1500,3,5
StDevActual,1.1,7,1500,3,5
StDevPredicted,1.05,7,1500,3,5
N_Obs,141,7,1500,3,5
N_Params,27,7,1500,3,5
MAE,0.13,5,1500,3,1
RMSE,0.19,5,1500,3,1
MAE_PctOfMean,2.41,5,1500,3,1
RMSE_PctOfMean,3.36,5,1500,3,1
MAPE,2.78,5,1500,3,1
Adj_R2,96.38,5,1500,3,1
MeanActual,5.56,5,1500,3,1
MeanPredicted,5.55,5,1500,3,1
StDevActual,1.1,5,1500,3,1
StDevPredicted,1.05,5,1500,3,1
N_Obs,141,5,1500,3,1
N_Params,27,5,1500,3,1
MAE,0.13,5,1500,3,2
RMSE,0.19,5,1500,3,2
MAE_PctOfMean,2.42,5,1500,3,2
RMSE_PctOfMean,3.4,5,1500,3,2
MAPE,2.8,5,1500,3,2
Adj_R2,96.29,5,1500,3,2
MeanActual,5.56,5,1500,3,2
MeanPredicted,5.55,5,1500,3,2
StDevActual,1.1,5,1500,3,2
StDevPredicted,1.04,5,1500,3,2
N_Obs,141,5,1500,3,2
N_Params,27,5,1500,3,2
MAE,0.13,5,1500,3,3
RMSE,0.19,5,1500,3,3
MAE_PctOfMean,2.41,5,1500,3,3
RMSE_PctOfMean,3.41,5,1500,3,3
MAPE,2.78,5,1500,3,3
Adj_R2,96.28,5,1500,3,3
